indicator,sex,ageY,height,P5,P10,P25,P50,P75,P90,P95
cimt,f,14,150,,,,0.49773,0.52804,0.55706,0.57518
cimt,f,14,155,,,,0.50243,0.53302,0.56231,0.58061
cimt,f,14,160,,,,0.50716,0.53805,0.56761,0.58608
cimt,f,14,165,,,,0.51194,0.54312,0.57296,0.59161
cimt,f,14,170,,,,0.51677,0.54824,0.57837,0.59718
cimt,f,14.5,150,,,,0.49789,0.52821,0.55724,0.57537
cimt,f,14.5,155,,,,0.50259,0.53319,0.56249,0.58079
cimt,f,14.5,160,,,,0.50733,0.53822,0.5678,0.58627
cimt,f,14.5,165,,,,0.51211,0.54329,0.57315,0.5918
cimt,f,14.5,170,,,,0.51694,0.54841,0.57855,0.59738
cimt,f,14.5,175,,,,0.52181,0.55359,0.58401,0.60301
cimt,f,15,155,,,,0.50283,0.53345,0.56277,0.58108
cimt,f,15,160,,,,0.50757,0.53848,0.56807,0.58656
cimt,f,15,165,,,,0.51236,0.54356,0.57343,0.59209
cimt,f,15,170,,,,0.51719,0.54868,0.57883,0.59767
cimt,f,15,175,,,,0.52207,0.55386,0.58429,0.6033
cimt,f,15.5,155,,,,0.50316,0.5338,0.56314,0.58146
cimt,f,15.5,160,,,,0.50791,0.53883,0.56844,0.58694
cimt,f,15.5,165,,,,0.51269,0.54391,0.5738,0.59247
cimt,f,15.5,170,,,,0.51753,0.54904,0.57921,0.59806
cimt,f,15.5,175,,,,0.52241,0.55422,0.58467,0.6037
cimt,f,16,155,,,,0.50357,0.53424,0.5636,0.58194
cimt,f,16,160,,,,0.50832,0.53928,0.56891,0.58742
cimt,f,16,165,,,,0.51311,0.54436,0.57427,0.59296
cimt,f,16,170,,,,0.51795,0.54949,0.57969,0.59855
cimt,f,16,175,,,,0.52284,0.55467,0.58515,0.60419
cimt,f,16.5,155,,,,0.50407,0.53477,0.56415,0.58251
cimt,f,16.5,160,,,,0.50882,0.53981,0.56947,0.588
cimt,f,16.5,165,,,,0.51362,0.5449,0.57484,0.59355
cimt,f,16.5,170,,,,0.51846,0.55004,0.58026,0.59914
cimt,f,16.5,175,,,,0.52335,0.55522,0.58573,0.60479
cimt,f,17,155,,,,0.50465,0.53538,0.56481,0.58318
cimt,f,17,160,,,,0.50941,0.54043,0.57013,0.58868
cimt,f,17,165,,,,0.51421,0.54553,0.57551,0.59423
cimt,f,17,170,,,,0.51906,0.55067,0.58093,0.59983
cimt,f,17,175,,,,0.52396,0.55586,0.58641,0.60549
cimt,f,17.5,155,,,,0.50532,0.53609,0.56555,0.58395
cimt,f,17.5,160,,,,0.51008,0.54115,0.57088,0.58946
cimt,f,17.5,165,,,,0.51489,0.54625,0.57627,0.59502
cimt,f,17.5,170,,,,0.51975,0.5514,0.5817,0.60063
cimt,f,17.5,175,,,,0.52465,0.5566,0.58718,0.60629
cimt,f,18,155,,,,0.50607,0.53689,0.56639,0.58482
cimt,f,18,160,,,,0.51084,0.54195,0.57173,0.59034
cimt,f,18,165,,,,0.51566,0.54706,0.57712,0.5959
cimt,f,18,170,,,,0.52052,0.55222,0.58256,0.60152
cimt,f,18,175,,,,0.52543,0.55742,0.58806,0.60719
cimt,f,18.5,155,,,,0.50691,0.53778,0.56733,0.58579
cimt,f,18.5,160,,,,0.51169,0.54285,0.57268,0.59131
cimt,f,18.5,165,,,,0.51651,0.54797,0.57808,0.59689
cimt,f,18.5,170,,,,0.52138,0.55313,0.58353,0.60251
cimt,f,18.5,175,,,,0.5263,0.55835,0.58903,0.60819
cimt,f,19,155,,,,0.50783,0.53876,0.56836,0.58686
cimt,f,19,160,,,,0.51262,0.54384,0.57372,0.59239
cimt,f,19,165,,,,0.51745,0.54896,0.57913,0.59797
cimt,f,19,170,,,,0.52233,0.55414,0.58459,0.60361
cimt,f,19,175,,,,0.52726,0.55936,0.5901,0.6093
cimt,f,19.5,155,,,,0.50884,0.53983,0.56949,0.58802
cimt,f,19.5,160,,,,0.51364,0.54492,0.57486,0.59357
cimt,f,19.5,165,,,,0.51848,0.55005,0.58028,0.59916
cimt,f,19.5,170,,,,0.52337,0.55524,0.58575,0.60481
cimt,f,19.5,175,,,,0.52831,0.56048,0.59128,0.61051
cimt,f,20,155,,,,0.50994,0.54099,0.57072,0.58929
cimt,f,20,160,,,,0.51475,0.54609,0.5761,0.59485
cimt,f,20,165,,,,0.5196,0.55124,0.58153,0.60045
cimt,f,20,170,,,,0.5245,0.55644,0.58702,0.60611
cimt,f,20,175,,,,0.52944,0.56168,0.59255,0.61183
cimt,f,20.5,155,,,,0.51112,0.54225,0.57205,0.59066
cimt,f,20.5,160,,,,0.51594,0.54736,0.57744,0.59623
cimt,f,20.5,165,,,,0.52081,0.55252,0.58288,0.60185
cimt,f,20.5,170,,,,0.52572,0.55773,0.58838,0.60752
cimt,f,20.5,175,,,,0.53067,0.56299,0.59393,0.61325
cimt,f,21,155,,,,0.5124,0.5436,0.57347,0.59213
cimt,f,21,160,,,,0.51723,0.54872,0.57888,0.59771
cimt,f,21,165,,,,0.5221,0.55389,0.58433,0.60335
cimt,f,21,170,,,,0.52702,0.55912,0.58984,0.60903
cimt,f,21,175,,,,0.53199,0.56439,0.5954,0.61478
cimt,f,21.5,155,,,,0.51376,0.54504,0.57499,0.5937
cimt,f,21.5,160,,,,0.5186,0.55018,0.58041,0.5993
cimt,f,21.5,165,,,,0.52349,0.55537,0.58589,0.60495
cimt,f,21.5,170,,,,0.52842,0.5606,0.59141,0.61065
cimt,f,21.5,175,,,,0.53341,0.56589,0.59698,0.61641
cimt,f,22,155,,,,0.51521,0.54658,0.57661,0.59538
cimt,f,22,160,,,,0.52006,0.55173,0.58205,0.60099
cimt,f,22,165,,,,0.52497,0.55693,0.58754,0.60666
cimt,f,22,170,,,,0.52992,0.56218,0.59308,0.61237
cimt,f,22,175,,,,0.53491,0.56748,0.59867,0.61815
cimt,f,22.5,155,,,,0.51675,0.54821,0.57834,0.59716
cimt,f,22.5,160,,,,0.52162,0.55338,0.58379,0.60279
cimt,f,22.5,165,,,,0.52654,0.5586,0.5893,0.60847
cimt,f,22.5,170,,,,0.5315,0.56386,0.59485,0.61421
cimt,f,22.5,175,,,,0.53651,0.56918,0.60046,0.62
cimt,f,23,155,,,,0.51838,0.54994,0.58016,0.59904
cimt,f,23,160,,,,0.52326,0.55513,0.58563,0.60469
cimt,f,23,165,,,,0.5282,0.56036,0.59116,0.61039
cimt,f,23,170,,,,0.53318,0.56564,0.59673,0.61614
cimt,f,23,175,,,,0.5382,0.57098,0.60235,0.62195
cimt,f,23.5,155,,,,0.5201,0.55177,0.58209,0.60103
cimt,f,23.5,160,,,,0.525,0.55697,0.58758,0.6067
cimt,f,23.5,165,,,,0.52995,0.56222,0.59312,0.61242
cimt,f,23.5,170,,,,0.53495,0.56752,0.59871,0.61819
cimt,f,23.5,175,,,,0.53999,0.57287,0.60436,0.62402
cimt,f,24,155,,,,0.52192,0.5537,0.58412,0.60313
cimt,f,24,160,,,,0.52684,0.55892,0.58963,0.60882
cimt,f,24,165,,,,0.5318,0.56419,0.59519,0.61456
cimt,f,24,170,,,,0.53682,0.56951,0.6008,0.62035
cimt,f,24,175,,,,0.54188,0.57487,0.60647,0.6262
cimt,f,24.5,155,,,,0.52382,0.55572,0.58626,0.60534
cimt,f,24.5,160,,,,0.52876,0.56096,0.59179,0.61104
cimt,f,24.5,165,,,,0.53375,0.56625,0.59737,0.6168
cimt,f,24.5,170,,,,0.53878,0.57159,0.603,0.62262
cimt,f,24.5,175,,,,0.54386,0.57698,0.60868,0.62849
cimt,f,25,155,,,,0.52583,0.55785,0.5885,0.60765
cimt,f,25,160,,,,0.53079,0.56311,0.59405,0.61338
cimt,f,25,165,,,,0.53579,0.56842,0.59965,0.61916
cimt,f,25,170,,,,0.54084,0.57377,0.60531,0.625
cimt,f,25,175,,,,0.54594,0.57918,0.61101,0.63089
cimt,f,25.5,155,,,,0.52793,0.56007,0.59085,0.61008
cimt,f,25.5,160,,,,0.5329,0.56535,0.59642,0.61583
cimt,f,25.5,165,,,,0.53793,0.57068,0.60205,0.62163
cimt,f,25.5,170,,,,0.543,0.57606,0.60772,0.62749
cimt,f,25.5,175,,,,0.54812,0.5815,0.61345,0.63341
cimt,f,26,155,,,,0.53012,0.5624,0.59331,0.61261
cimt,f,26,160,,,,0.53512,0.56771,0.5989,0.61839
cimt,f,26,165,,,,0.54017,0.57306,0.60455,0.62422
cimt,f,26,170,,,,0.54526,0.57846,0.61025,0.6301
cimt,f,26,175,,,,0.5504,0.58391,0.616,0.63605
cimt,f,26.5,155,,,,0.53242,0.56484,0.59588,0.61526
cimt,f,26.5,160,,,,0.53744,0.57016,0.60149,0.62106
cimt,f,26.5,165,,,,0.5425,0.57554,0.60716,0.62692
cimt,f,26.5,170,,,,0.54762,0.58096,0.61289,0.63283
cimt,f,26.5,175,,,,0.55278,0.58644,0.61867,0.6388
cimt,f,27,155,,,,0.53481,0.56737,0.59855,0.61803
cimt,f,27,160,,,,0.53985,0.57272,0.6042,0.62386
cimt,f,27,165,,,,0.54494,0.57812,0.60989,0.62974
cimt,f,27,170,,,,0.55008,0.58357,0.61564,0.63567
cimt,f,27,175,,,,0.55526,0.58908,0.62145,0.64167
cimt,f,27.5,155,,,,0.5373,0.57002,0.60134,0.62091
cimt,f,27.5,160,,,,0.54237,0.57539,0.60701,0.62676
cimt,f,27.5,165,,,,0.54748,0.58082,0.61274,0.63267
cimt,f,27.5,170,,,,0.55264,0.58629,0.61851,0.63864
cimt,f,27.5,175,,,,0.55785,0.59182,0.62434,0.64466
cimt,f,28,155,,,,0.53989,0.57277,0.60425,0.62391
cimt,f,28,160,,,,0.54498,0.57817,0.60994,0.62979
cimt,f,28,165,,,,0.55012,0.58362,0.61569,0.63573
cimt,f,28,170,,,,0.55531,0.58912,0.6215,0.64172
cimt,f,28,175,,,,0.56054,0.59468,0.62736,0.64777
cimt,f,28.5,155,,,,0.54259,0.57563,0.60726,0.62702
cimt,f,28.5,160,,,,0.54771,0.58106,0.61299,0.63293
cimt,f,28.5,165,,,,0.55287,0.58654,0.61877,0.6389
cimt,f,28.5,170,,,,0.55808,0.59207,0.6246,0.64493
cimt,f,28.5,175,,,,0.56334,0.59765,0.63049,0.65101
cimt,m,14,150,,,,0.52269,0.55427,0.5843,0.60297
cimt,m,14,155,,,,0.5264,0.5582,0.58844,0.60724
cimt,m,14,160,,,,0.53013,0.56215,0.59261,0.61154
cimt,m,14,165,,,,0.53388,0.56614,0.59681,0.61588
cimt,m,14,170,,,,0.53767,0.57015,0.60104,0.62024
cimt,m,14,175,,,,0.54148,0.57419,0.6053,0.62464
cimt,m,14,180,,,,0.54532,0.57826,0.60959,0.62906
cimt,m,14.5,155,,,,0.52562,0.55754,0.58791,0.60679
cimt,m,14.5,160,,,,0.52934,0.56149,0.59208,0.61109
cimt,m,14.5,165,,,,0.53309,0.56547,0.59628,0.61542
cimt,m,14.5,170,,,,0.53687,0.56948,0.6005,0.61979
cimt,m,14.5,175,,,,0.54068,0.57351,0.60476,0.62418
cimt,m,14.5,180,,,,0.54451,0.57758,0.60904,0.6286
cimt,m,14.5,185,,,,0.54837,0.58167,0.61336,0.63306
cimt,m,15,160,,,,0.5287,0.56098,0.59171,0.61081
cimt,m,15,165,,,,0.53245,0.56496,0.5959,0.61514
cimt,m,15,170,,,,0.53622,0.56896,0.60012,0.6195
cimt,m,15,175,,,,0.54002,0.57299,0.60438,0.62389
cimt,m,15,180,,,,0.54385,0.57706,0.60866,0.62831
cimt,m,15,185,,,,0.5477,0.58114,0.61297,0.63276
cimt,m,15.5,165,,,,0.53194,0.5646,0.59569,0.61502
cimt,m,15.5,170,,,,0.53571,0.5686,0.59991,0.61938
cimt,m,15.5,175,,,,0.53951,0.57263,0.60416,0.62377
cimt,m,15.5,180,,,,0.54333,0.57669,0.60844,0.62819
cimt,m,15.5,185,,,,0.54718,0.58077,0.61275,0.63264
cimt,m,16,165,,,,0.53158,0.56439,0.59563,0.61506
cimt,m,16,170,,,,0.53535,0.56839,0.59985,0.61942
cimt,m,16,175,,,,0.53914,0.57242,0.6041,0.62381
cimt,m,16,180,,,,0.54296,0.57647,0.60839,0.62823
cimt,m,16,185,,,,0.54681,0.58056,0.6127,0.63269
cimt,m,16,190,,,,0.55069,0.58467,0.61704,0.63717
cimt,m,16.5,165,,,,0.53136,0.56433,0.59574,0.61528
cimt,m,16.5,170,,,,0.53513,0.56833,0.59996,0.61964
cimt,m,16.5,175,,,,0.53892,0.57236,0.60421,0.62403
cimt,m,16.5,180,,,,0.54274,0.57642,0.60849,0.62845
cimt,m,16.5,185,,,,0.54658,0.5805,0.61281,0.6329
cimt,m,16.5,190,,,,0.55046,0.58461,0.61715,0.63739
cimt,m,17,170,,,,0.53505,0.56843,0.60023,0.62002
cimt,m,17,175,,,,0.53884,0.57245,0.60448,0.62441
cimt,m,17,180,,,,0.54266,0.57651,0.60877,0.62884
cimt,m,17,185,,,,0.5465,0.5806,0.61308,0.63329
cimt,m,17,190,,,,0.55038,0.58471,0.61743,0.63778
cimt,m,17.5,170,,,,0.53511,0.56867,0.60066,0.62057
cimt,m,17.5,175,,,,0.5389,0.5727,0.60492,0.62497
cimt,m,17.5,180,,,,0.54272,0.57676,0.60921,0.6294
cimt,m,17.5,185,,,,0.54657,0.58085,0.61352,0.63386
cimt,m,17.5,190,,,,0.55044,0.58497,0.61787,0.63835
cimt,m,18,170,,,,0.53532,0.56907,0.60126,0.62129
cimt,m,18,175,,,,0.53911,0.57311,0.60552,0.62569
cimt,m,18,180,,,,0.54293,0.57717,0.60981,0.63013
cimt,m,18,185,,,,0.54678,0.58126,0.61413,0.63459
cimt,m,18,190,,,,0.55065,0.58538,0.61848,0.63909
cimt,m,18.5,170,,,,0.53567,0.56963,0.60201,0.62218
cimt,m,18.5,175,,,,0.53946,0.57366,0.60628,0.62659
cimt,m,18.5,180,,,,0.54329,0.57773,0.61058,0.63103
cimt,m,18.5,185,,,,0.54714,0.58182,0.6149,0.6355
cimt,m,18.5,190,,,,0.55101,0.58595,0.61926,0.64
cimt,m,19,170,,,,0.53616,0.57033,0.60293,0.62324
cimt,m,19,175,,,,0.53996,0.57438,0.60721,0.62765
cimt,m,19,180,,,,0.54379,0.57845,0.61151,0.6321
cimt,m,19,185,,,,0.54764,0.58255,0.61584,0.63658
cimt,m,19,190,,,,0.55152,0.58667,0.62021,0.64109
cimt,m,19.5,170,,,,0.5368,0.5712,0.60402,0.62446
cimt,m,19.5,175,,,,0.5406,0.57524,0.6083,0.62889
cimt,m,19.5,180,,,,0.54443,0.57932,0.61261,0.63335
cimt,m,19.5,185,,,,0.54829,0.58343,0.61695,0.63783
cimt,m,19.5,190,,,,0.55217,0.58756,0.62132,0.64236
cimt,m,20,170,,,,0.53758,0.57221,0.60527,0.62587
cimt,m,20,175,,,,0.54139,0.57627,0.60956,0.6303
cimt,m,20,180,,,,0.54522,0.58035,0.61388,0.63477
cimt,m,20,185,,,,0.54909,0.58446,0.61823,0.63927
cimt,m,20,190,,,,0.55298,0.58861,0.62261,0.6438
cimt,m,20.5,170,,,,0.5385,0.57338,0.60669,0.62744
cimt,m,20.5,175,,,,0.54232,0.57745,0.61099,0.63189
cimt,m,20.5,180,,,,0.54616,0.58154,0.61532,0.63636
cimt,m,20.5,185,,,,0.55003,0.58566,0.61968,0.64087
cimt,m,20.5,190,,,,0.55393,0.58981,0.62407,0.64542
cimt,m,21,170,,,,0.53957,0.57471,0.60827,0.62919
cimt,m,21,175,,,,0.54339,0.57878,0.61258,0.63365
cimt,m,21,180,,,,0.54725,0.58289,0.61692,0.63814
cimt,m,21,185,,,,0.55112,0.58702,0.62129,0.64266
cimt,m,21,190,,,,0.55503,0.59118,0.6257,0.64721
cimt,m,21.5,170,,,,0.54079,0.5762,0.61002,0.63111
cimt,m,21.5,175,,,,0.54462,0.58028,0.61435,0.63558
cimt,m,21.5,180,,,,0.54848,0.58439,0.6187,0.64009
cimt,m,21.5,185,,,,0.55237,0.58853,0.62308,0.64462
cimt,m,21.5,190,,,,0.55628,0.5927,0.6275,0.64919
cimt,m,22,170,,,,0.54215,0.57784,0.61195,0.63321
cimt,m,22,175,,,,0.54599,0.58194,0.61628,0.6377
cimt,m,22,180,,,,0.54986,0.58606,0.62065,0.64222
cimt,m,22,185,,,,0.55376,0.59021,0.62505,0.64677
cimt,m,22,190,,,,0.55768,0.5944,0.62948,0.65135
cimt,m,22.5,170,,,,0.54366,0.57965,0.61404,0.63549
cimt,m,22.5,175,,,,0.54752,0.58375,0.61839,0.64
cimt,m,22.5,180,,,,0.5514,0.58789,0.62277,0.64453
cimt,m,22.5,185,,,,0.5553,0.59206,0.62719,0.6491
cimt,m,22.5,190,,,,0.55924,0.59625,0.63163,0.6537
cimt,m,23,170,,,,0.54533,0.58161,0.61631,0.63795
cimt,m,23,175,,,,0.54919,0.58573,0.62068,0.64248
cimt,m,23,180,,,,0.55308,0.58989,0.62508,0.64703
cimt,m,23,185,,,,0.557,0.59407,0.62951,0.65161
cimt,m,23,190,,,,0.56095,0.59828,0.63397,0.65623
cimt,m,23.5,170,,,,0.54714,0.58374,0.61875,0.6406
cimt,m,23.5,175,,,,0.55102,0.58788,0.62314,0.64514
cimt,m,23.5,180,,,,0.55492,0.59205,0.62755,0.64971
cimt,m,23.5,185,,,,0.55885,0.59624,0.632,0.65431
cimt,m,23.5,190,,,,0.56281,0.60047,0.63648,0.65895
cimt,m,24,170,,,,0.5491,0.58604,0.62137,0.64343
cimt,m,24,175,,,,0.553,0.59019,0.62578,0.64799
cimt,m,24,180,,,,0.55691,0.59437,0.63021,0.65258
cimt,m,24,185,,,,0.56086,0.59859,0.63468,0.65721
cimt,m,24,190,,,,0.56484,0.60283,0.63918,0.66186
cimt,m,24.5,170,,,,0.55122,0.5885,0.62417,0.64645
cimt,m,24.5,175,,,,0.55513,0.59267,0.6286,0.65103
cimt,m,24.5,180,,,,0.55906,0.59687,0.63305,0.65564
cimt,m,24.5,185,,,,0.56303,0.6011,0.63754,0.66029
cimt,m,24.5,190,,,,0.56702,0.60536,0.64206,0.66497
cimt,m,25,170,,,,0.5535,0.59113,0.62716,0.64965
cimt,m,25,175,,,,0.55742,0.59532,0.6316,0.65426
cimt,m,25,180,,,,0.56137,0.59954,0.63608,0.65889
cimt,m,25,185,,,,0.56535,0.60379,0.64059,0.66356
cimt,m,25,190,,,,0.56936,0.60807,0.64513,0.66827
cimt,m,25.5,170,,,,0.55593,0.59393,0.63032,0.65305
cimt,m,25.5,175,,,,0.55987,0.59814,0.63479,0.65768
cimt,m,25.5,180,,,,0.56384,0.60238,0.63929,0.66234
cimt,m,25.5,185,,,,0.56783,0.60665,0.64382,0.66704
cimt,m,25.5,190,,,,0.57186,0.61095,0.64838,0.67176
cimt,m,26,170,,,,0.55852,0.59691,0.63368,0.65665
cimt,m,26,175,,,,0.56248,0.60114,0.63817,0.6613
cimt,m,26,180,,,,0.56647,0.6054,0.64269,0.66599
cimt,m,26,185,,,,0.57048,0.60969,0.64725,0.67071
cimt,m,26,190,,,,0.57453,0.61401,0.65183,0.67546
cimt,m,26.5,170,,,,0.56128,0.60006,0.63722,0.66044
cimt,m,26.5,175,,,,0.56526,0.60431,0.64174,0.66512
cimt,m,26.5,180,,,,0.56926,0.6086,0.64629,0.66984
cimt,m,26.5,185,,,,0.5733,0.61291,0.65087,0.67459
cimt,m,26.5,190,,,,0.57736,0.61725,0.65548,0.67937
cimt,m,27,170,,,,0.5642,0.60339,0.64096,0.66444
cimt,m,27,175,,,,0.56819,0.60767,0.6455,0.66915
cimt,m,27,180,,,,0.57222,0.61197,0.65008,0.67389
cimt,m,27,185,,,,0.57628,0.61631,0.65468,0.67867
cimt,m,27,190,,,,0.58036,0.62068,0.65932,0.68348
cimt,m,27.5,170,,,,0.56728,0.6069,0.64489,0.66864
cimt,m,27.5,175,,,,0.5713,0.6112,0.64946,0.67338
cimt,m,27.5,180,,,,0.57535,0.61554,0.65407,0.67815
cimt,m,27.5,185,,,,0.57943,0.6199,0.6587,0.68296
cimt,m,27.5,190,,,,0.58353,0.62429,0.66337,0.6878
cimt,m,28,170,,,,0.57053,0.6106,0.64903,0.67305
cimt,m,28,175,,,,0.57458,0.61493,0.65363,0.67782
cimt,m,28,180,,,,0.57865,0.61928,0.65826,0.68263
cimt,m,28,185,,,,0.58275,0.62367,0.66292,0.68747
cimt,m,28,190,,,,0.58688,0.62809,0.66762,0.69234
cimt,m,28.5,170,,,,0.57396,0.61448,0.65336,0.67768
cimt,m,28.5,175,,,,0.57803,0.61884,0.65799,0.68248
cimt,m,28.5,180,,,,0.58212,0.62322,0.66265,0.68732
cimt,m,28.5,185,,,,0.58625,0.62764,0.66735,0.69219
cimt,m,28.5,190,,,,0.56914,0.607589,0.64434,0.66726
beta,f,14,,,,,3.46424,3.85816,4.25549,4.51327
beta,f,14.5,,,,,3.46113,3.85696,4.25633,4.51548
beta,f,15,,,,,3.46052,3.85855,4.26026,4.52099
beta,f,15.5,,,,,3.46242,3.86296,4.26732,4.52981
beta,f,16,,,,,3.46682,3.87018,4.27749,4.54196
beta,f,16.5,,,,,3.47372,3.88021,4.29080,4.55745
beta,f,17,,,,,3.48313,3.89306,4.30725,4.57630
beta,f,17.5,,,,,3.49504,3.90874,4.32686,4.59851
beta,f,18,,,,,3.50945,3.92725,4.34963,4.62411
beta,f,18.5,,,,,3.52637,3.94860,4.37558,4.65311
beta,f,19,,,,,3.54579,3.97279,4.40472,4.68553
beta,f,19.5,,,,,3.56771,3.99982,4.43706,4.72137
beta,f,20,,,,,3.59214,4.02972,4.47261,4.76067
beta,f,20.5,,,,,3.61907,4.06247,4.51138,4.80342
beta,f,21,,,,,3.64851,4.09808,4.55339,4.84965
beta,f,21.5,,,,,3.68044,4.13657,4.59865,4.89938
beta,f,22,,,,,3.71488,4.17793,4.64716,4.95262
beta,f,22.5,,,,,3.75183,4.22217,4.69895,5.00938
beta,f,23,,,,,3.79128,4.26930,4.75402,5.06969
beta,f,23.5,,,,,3.83323,4.31933,4.81238,5.13356
beta,f,24,,,,,3.87768,4.37226,4.87406,5.20100
beta,f,24.5,,,,,3.92464,4.42809,4.93906,5.27204
beta,f,25,,,,,3.97410,4.48684,5.00739,5.34670
beta,f,25.5,,,,,4.02606,4.54850,5.07907,5.42498
beta,f,26,,,,,4.08053,4.61309,5.15411,5.50692
beta,f,26.5,,,,,4.13750,4.68062,5.23253,5.59252
beta,f,27,,,,,4.19698,4.75108,5.31433,5.68180
beta,f,27.5,,,,,4.25895,4.82448,5.39954,5.77479
beta,f,28,,,,,4.32344,4.90084,5.48816,5.87151
beta,f,28.5,,,,,4.39042,4.98016,5.58021,5.97196
beta,m,14,150,,,,3.80276,4.23337,4.73474,5.09389
beta,m,14,155,,,,3.76820,4.19489,4.69171,5.04759
beta,m,14,160,,,,3.73364,4.15642,4.64869,5.00130
beta,m,14,165,,,,3.69908,4.11795,4.60566,4.95501
beta,m,14,170,,,,3.66452,4.07948,4.56263,4.90872
beta,m,14,175,,,,3.62997,4.04101,4.51960,4.86243
beta,m,14,180,,,,3.59541,4.00254,4.47658,4.81614
beta,m,14.5,155,,,,3.80878,4.24007,4.74224,5.10195
beta,m,14.5,160,,,,3.77422,4.20160,4.69921,5.05566
beta,m,14.5,165,,,,3.73966,4.16313,4.65618,5.00937
beta,m,14.5,170,,,,3.70510,4.12465,4.61315,4.96308
beta,m,14.5,175,,,,3.67054,4.08618,4.57013,4.91679
beta,m,14.5,180,,,,3.63599,4.04771,4.52710,4.87049
beta,m,14.5,185,,,,3.60143,4.00924,4.48407,4.82420
beta,m,15,160,,,,3.81480,4.24677,4.74973,5.11001
beta,m,15,165,,,,3.78024,4.20830,4.70670,5.06372
beta,m,15,170,,,,3.74568,4.16983,4.66368,5.01743
beta,m,15,175,,,,3.71112,4.13136,4.62065,4.97114
beta,m,15,180,,,,3.67656,4.09289,4.57762,4.92485
beta,m,15,185,,,,3.64201,4.05441,4.53460,4.87856
